Unnamed: 0,YIL,ÜLKELER,TOPLAM,Denizyolu,Demiryolu,Karayolu
klinker,2020,MOZAMBİK,56255.0,56255.0,,
klinker,2020,MALİ,42700.0,42700.0,,
klinker,2020,KANADA,35240.0,35240.0,,
klinker,2020,GÜNEY AFRİKA,34580.0,34580.0,,
klinker,2020,GİNE BİSSAU,30000.0,30000.0,,
klinker,2020,AFGANİSTAN,26200.0,26200.0,,
klinker,2020,HOLLANDA,22000.0,22000.0,,
klinker,2020,HIRVATİSTAN,17500.0,17500.0,,
klinker,2020,SLOVAKYA,13500.0,13500.0,,
klinker,2020,MISIR,7800.0,7800.0,,
klinker,2020,UKRAYNA,6000.0,3000.0,,3000.0
klinker,2021,FİLDİŞİ SAHİLİ,2187121.0,2187121.0,,
klinker,2021,GANA,1403725.0,1403725.0,,
klinker,2021,GİNE,864124.0,864124.0,,
klinker,2021,BELÇİKA,611107.0,611107.0,,
klinker,2021,KAMERUN,593800.0,593800.0,,
klinker,2021,İSRAİL,563886.0,563886.0,,
klinker,2021,DOMİNİK,553449.0,553449.0,,
klinker,2021,İSPANYA,476877.0,476877.0,,
klinker,2021,KOLOMBİYA,433641.0,433641.0,,
klinker,2021,İTALYA,385470.0,385470.0,,
klinker,2021,BURKİNA FASO,378962.0,378962.0,,
klinker,2021,ROMANYA,342656.0,342656.0,,
klinker,2021,MORİTANYA,337524.0,337524.0,,
klinker,2021,HAİTİ,294715.0,294715.0,,
klinker,2021,FRANSA,282050.0,282050.0,,
klinker,2021,GÜNEY AFRİKA,213516.0,213516.0,,
klinker,2021,ALMANYA,201643.0,201643.0,,
klinker,2021,KANADA,192877.0,192877.0,,
klinker,2021,BREZİLYA,189585.0,189585.0,,
klinker,2021,A.B.D.,163156.0,163156.0,,
klinker,2021,GİNE BİSSAU,153025.0,153025.0,,
klinker,2021,DANİMARKA,151095.0,151095.0,,
klinker,2021,YUNANİSTAN,107375.0,95425.0,,
klinker,2021,K.K.T.C.,73200.0,73200.0,,
klinker,2021,BENİN,71950.0,71950.0,,
klinker,2021,ESTONYA,55000.0,55000.0,,
klinker,2021,ARNAVUTLUK,50100.0,50100.0,,
klinker,2021,İNGİLTERE,48500.0,48500.0,,
klinker,2021,UKRAYNA,46507.0,46507.0,,
klinker,2021,TOGO,44000.0,44000.0,,
klinker,2021,BOSNA HERSEK,43000.0,43000.0,,
klinker,2021,MALİ,42580.0,42580.0,,
klinker,2021,SENEGAL,41100.0,41100.0,,
klinker,2021,LİBERYA,38410.0,38410.0,,
klinker,2021,PANAMA,33000.0,33000.0,,
klinker,2021,TRİNİDAD ve TOBAGO,26000.0,26000.0,,
klinker,2021,HONDURAS,23400.0,23400.0,,
klinker,2021,POLONYA,23000.0,23000.0,,
klinker,2021,SLOVAKYA,17800.0,17800.0,,
klinker,2021,SIERRA LEONE,14000.0,14000.0,,
klinker,2021,GABON,9100.0,9100.0,,
klinker,2021,GÜRCİSTAN,8704.0,8046.0,,
klinker,2021,SIRBİSTAN,2600.0,,,2600.0
klinker,2021,BULGARİSTAN,2122.0,,,2122.0
klinker,2022,FİLDİŞİ SAHİLİ,1302640.0,1302640.0,,
klinker,2022,BELÇİKA,775926.0,775926.0,,
klinker,2022,İSPANYA,671682.0,671682.0,,
klinker,2022,GANA,639238.0,639238.0,,
klinker,2022,İSRAİL,511048.0,511048.0,,
klinker,2022,DOMİNİK,507209.0,507209.0,,
klinker,2022,KAMERUN,464561.0,464561.0,,
klinker,2022,FRANSA,404195.0,404195.0,,
klinker,2022,İTALYA,390436.0,390436.0,,
klinker,2022,ROMANYA,342191.0,281985.0,,
klinker,2022,A.B.D.,302584.0,302584.0,,
klinker,2022,K.K.T.C.,279573.0,279573.0,,
klinker,2022,GİNE,263967.0,263967.0,,
klinker,2022,KANADA,235629.0,235629.0,,
klinker,2022,DANİMARKA,182298.0,182298.0,,
klinker,2022,ARNAVUTLUK,146840.0,146840.0,,
klinker,2022,KOLOMBİYA,141150.0,141150.0,,
klinker,2022,YUNANİSTAN,115023.0,115023.0,,
klinker,2022,BENİN,113054.0,113054.0,,
klinker,2022,TOGO,106193.0,106193.0,,
klinker,2022,B.A.E.,91650.0,91650.0,,
klinker,2022,BURKİNA FASO,67760.0,67760.0,,
klinker,2022,ALMANYA,60500.0,60500.0,,
klinker,2022,MAKEDONYA,48000.0,48000.0,,
klinker,2022,BOSNA HERSEK,45900.0,45900.0,,
klinker,2022,SENEGAL,42360.0,42360.0,,
klinker,2022,BREZİLYA,42290.0,42290.0,,
klinker,2022,GAMBİYA,34532.0,34532.0,,
klinker,2022,MORİTANYA,34500.0,34500.0,,
klinker,2022,HAİTİ,27500.0,27500.0,,
klinker,2022,GABON,20315.0,20315.0,,
klinker,2022,PANAMA,20313.0,20313.0,,
klinker,2022,BULGARİSTAN,17101.0,17101.0,,
klinker,2022,LİBERYA,16500.0,16500.0,,
klinker,2022,SLOVAKYA,10500.0,10500.0,,
klinker,2022,SURİYE,10000.0,,,
